# //  Questa Sim-64
# //  Version 2019.2_1 linux_x86_64 May 13 2019
# //
# //  Copyright 1991-2019 Mentor Graphics Corporation
# //  All Rights Reserved.
# //
# //  QuestaSim and its associated documentation contain trade
# //  secrets and commercial or financial information that are the property of
# //  Mentor Graphics Corporation and are privileged, confidential,
# //  and exempt from disclosure under the Freedom of Information Act,
# //  5 U.S.C. Section 552. Furthermore, this information
# //  is prohibited from disclosure under the Trade Secrets Act,
# //  18 U.S.C. Section 1905.
# //
# Project file /u/rseth/ece571_hw2_yaalu/hw2_yaalu.mpf was not found.
# Unable to open project.
# Loading project ece571_rwb
# reading /pkgs/mentor/questa/2019.2_1/questasim/linux_x86_64/../modelsim.ini
# Loading project hw3_shiftreg
# Compile of regWithBenefits.sv failed with 1 errors.
# Compile of tb_rwb.sv failed with 2 errors.
# 2 compiles, 2 failed with 3 errors.
# Compile of regWithBenefits.sv was successful.
# Compile of tb_rwb.sv was successful.
# 2 compiles, 0 failed with no errors.
vsim work.test_rwb
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  110CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  115CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  120CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  125CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  130CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  135CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  140CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  145CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  150CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  155CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  160CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  165CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  170CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  175CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  180CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  185CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  190CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  195CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  200CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  205CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  210CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  215CONTROL SIGNALS = rst 0 - clr 1 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  220CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  225CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  230CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  235CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 00000000 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
# Loading 0xAA
# 
#                  240CONTROL SIGNALS = rst 0 - clr 0 - ld 1 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  245CONTROL SIGNALS = rst 0 - clr 0 - ld 1 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  250CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 10101010
# 
#                  255CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 10101010
# 
#                  260CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 10101010
# 
#                  265CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 10101010
# 
#                  270CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 10101010
# 
#                  275CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 10101010
# 
#                  280CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 10101010
# 
#                  285CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 10101010
# 
#                  290CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 10101010
# 
#                  295CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 0
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 10101010
# 
# Shifting it out... loading nothing in.
# 
# Simulation concluded!
# 
#                  300CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 10101010
# 
#                  305CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 10101010
# 
#                  310CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 01010100
# 
#                  315CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 01010100
# 
#                  320CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 10101000
# 
#                  325CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 10101000
# 
#                  330CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 01010000
# 
#                  335CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 01010000
# 
#                  340CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 10100000
# 
#                  345CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 10100000
# 
#                  350CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 01000000
# 
#                  355CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 01000000
# 
#                  360CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 10000000
# 
#                  365CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 10000000
# 
#                  370CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  375CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  380CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  385CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  390CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  395CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  400CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  405CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  410CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  415CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  420CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  425CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  430CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  435CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  440CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  445CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  450CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  455CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  460CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  465CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  470CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  475CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  480CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  485CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  490CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  495CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  500CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  505CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  510CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  515CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  520CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  525CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  530CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  535CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  540CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  545CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  550CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  555CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  560CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  565CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  570CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  575CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  580CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  585CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  590CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  595CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  600CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  605CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  610CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  615CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  620CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  625CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  630CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  635CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  640CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  645CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  650CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  655CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  660CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  665CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  670CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  675CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  680CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  685CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  690CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  695CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  700CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  705CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  710CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  715CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  720CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  725CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  730CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  735CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  740CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  745CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  750CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  755CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  760CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  765CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  770CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  775CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  780CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  785CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
# 	DATA SIGNALS = PARALLEL LOAD: 10101010 -- SERIAL IN: 0 -- DATA OUT: 00000000
# 
#                  790CONTROL SIGNALS = rst 0 - clr 0 - ld 0 - shl 1
